product_ref,filename_or_slot,shot_type,verdict,reason,target_set_position,sector,assigned_tier
Residential Executive Desk,DMD Core Executive Desk.jpg,hardware_detail,KEEP,"Sharp angle exposing cable ports and integrated power, spec-able.",6,Residential,considered
Residential Executive Desk,DMD Vault Executive Desk.jpg,three_quarter_angle,KEEP,"Clean angle, LED hutch, power module and cable ring, sharp.",6,Residential,considered
Residential Executive Desk,DMD Bracket Executive Desk.jpg,single_prop_styling,KEEP,"Photoreal styled with tech, shows wireless charge and headphone hook.",7,Residential,considered
Residential Executive Desk,DMD Echo Executive Desk.jpg,single_prop_styling,KEEP,"Photoreal styled scene, shows charging dock and cable management.",7,Residential,considered
Residential Executive Desk,DMD Forma Executive Desk.jpg,single_prop_styling,KEEP,"Photoreal styled, shows hutch storage, power and headphone hook.",7,Residential,considered
Residential Executive Desk,slot:functional_transformation,functional_transformation,MISSING,Return or hutch configuration options not shown swapping.,7,Residential,considered
Residential Sectional Sofa,sectional sofa.png,white_seamless_hero,REDO,Visible watermark/text artifact across center of sofa.,1,Residential,considered
Residential Sectional Sofa,sectional sofa 2.png,white_seamless_hero,REDO,"Sparkle artifact bottom-right, soft CGI look, not crisp.",1,Residential,considered
Residential Sectional Sofa,sectional sofa 3.png,white_seamless_hero,KEEP,"Clean photoreal hero, sharp, true chaise config readable.",1,Residential,considered
Residential Sectional Sofa,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned drawing; buyers need fit and footprint.,2,Residential,considered
Residential Sectional Sofa,sectional sofa 5.png,three_quarter_angle,KEEP,"Photoreal terracotta variant, clean angle, supports color story.",3,Residential,considered
Residential Sectional Sofa,sectional sofa 6.png,three_quarter_angle,KEEP,"Sharp velvet variant, clean seamless, adds finish option.",3,Residential,considered
Residential Sectional Sofa,slot:material_swatch_row,material_swatch_row,MISSING,No performance-fabric swatch row for spec selection.,3,Residential,considered
Residential Sectional Sofa,slot:full_room_scene,full_room_scene,MISSING,No lounge/clubhouse context to show scale and use.,4,Residential,considered
Residential Sectional Sofa,sectional sofa 1.png,three_quarter_angle,KEEP,"Sharp photoreal three-quarter, clean seamless, spec-able chaise.",5,Residential,considered
Residential Sectional Sofa,sectional sofa 4.png,three_quarter_angle,REDO,"U-shape config mismatches chaise spec, flat frontal lighting.",5,Residential,considered
Residential Sectional Sofa,sectional sofa 7.png,three_quarter_angle,REDO,Adjustable-headrest model differs from spec; confuses buyer.,5,Residential,considered
Residential Sectional Sofa,sectional sofa 8.png,side_profile,KEEP,"Clean side profile shows chaise depth, photoreal velvet.",5,Residential,considered
Residential Sectional Sofa,slot:hardware_detail,hardware_detail,MISSING,No leg/seam/connector detail for durability assessment.,6,Residential,considered
Residential Sectional Sofa,slot:functional_transformation,functional_transformation,MISSING,No modular reconfiguration shown; key sectional selling point.,7,Residential,considered
Residential Sliding Door Wardrobe,sliding door wardrobe 1.png,white_seamless_hero,REDO,Yellow smudge on door plus faint logo corner artifact.,1,Residential,considered
Residential Sliding Door Wardrobe,sliding door wardrobe 3.png,white_seamless_hero,REDO,"Low-resolution, soft and tiny; not spec-able.",1,Residential,considered
Residential Sliding Door Wardrobe,sliding door wardrobe 4.png,white_seamless_hero,KEEP,"Sharp photoreal hero, clean seamless, interior clearly readable.",1,Residential,considered
Residential Sliding Door Wardrobe,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned drawing; buyers need width/height/depth.,2,Residential,considered
Residential Sliding Door Wardrobe,slot:material_swatch_row,material_swatch_row,MISSING,No finish swatch row for grey/white/oak selection.,3,Residential,considered
Residential Sliding Door Wardrobe,slot:full_room_scene,full_room_scene,MISSING,No bedroom context to show scale and placement.,4,Residential,considered
Residential Sliding Door Wardrobe,slot:three_quarter_angle,three_quarter_angle,MISSING,All shots frontal; no angle showing depth and edges.,5,Residential,considered
Residential Sliding Door Wardrobe,slot:hardware_detail,hardware_detail,MISSING,No close-up of top-track glide system or handle.,6,Residential,considered
Residential Sliding Door Wardrobe,sliding door wardrobe 2.png,functional_transformation,KEEP,Clean photoreal open-door reveal of rail and shelving.,7,Residential,considered
Residential Upholstered Dining Chair,upholstered dining chair 2.png,white_seamless_hero,REDO,"Different tub-chair design, soft low-res, off-brand inconsistent silhouette",1,Residential,standard
Residential Upholstered Dining Chair,upholstered dining chair 3.png,white_seamless_hero,REDO,"Yet another armchair model, low-res soft, breaks product consistency",1,Residential,standard
Residential Upholstered Dining Chair,upholstered dining chair 4.png,white_seamless_hero,REDO,"Olive tub chair, low-res soft, inconsistent with other shots",1,Residential,standard
Residential Upholstered Dining Chair,slot:white_seamless_hero,white_seamless_hero,MISSING,No crisp clean-white hero of one consistent chair model,1,Residential,standard
Residential Upholstered Dining Chair,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned spec drawing for procurement sizing,2,Residential,standard
Residential Upholstered Dining Chair,slot:full_room_scene,full_room_scene,MISSING,No in-context dining or clubhouse room scene,3,Residential,standard
Residential Upholstered Dining Chair,upholstered dining chair 1.png,three_quarter_angle,REDO,"Muddy grey background, soft low-res render, not clean spec hero",4,Residential,standard
Residential Upholstered Dining Chair,upholstered dining chair 5.png,side_profile,KEEP,"Sharp photoreal slipper chair, clean white, crisp fabric texture",4,Residential,standard
Residential Upholstered Dining Chair,upholstered dining chair 6.png,three_quarter_angle,KEEP,"Sharp photoreal three-quarter, clean white, spec-able wood legs",4,Residential,standard
Residential Upholstered Dining Chair,upholstered dining chair 7.png,three_quarter_angle,KEEP,"Crisp photoreal angle, clean white, clear frame and fabric",4,Residential,standard
Residential Upholstered Dining Chair,upholstered dining chair 8.png,side_profile,REDO,"Dreamy grey backdrop, soft shadow, not crisp operator realism",4,Residential,standard
Residential Upholstered Dining Chair,upholstered dining chair 9.png,three_quarter_angle,REDO,"Soft grey backdrop, dreamy lighting, off-brand metal-leg model",4,Residential,standard
Residential Upholstered Dining Chair,slot:texture_macro,texture_macro,MISSING,No close-up of seat fabric weave for spec,5,Residential,standard
Residential Wooden Dining Chair,wooden dining chair 1.png,white_seamless_hero,KEEP,"Sharp photoreal front hero, clean white, clear metal-leg wood chair",1,Residential,standard
Residential Wooden Dining Chair,wooden dining chair 5.png,white_seamless_hero,KEEP,"Crisp photoreal front, clean white, contoured-seat solid-wood spec",1,Residential,standard
Residential Wooden Dining Chair,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned spec drawing for procurement sizing,2,Residential,standard
Residential Wooden Dining Chair,slot:full_room_scene,full_room_scene,MISSING,No in-context dining or clubhouse room scene,3,Residential,standard
Residential Wooden Dining Chair,wooden dining chair 2.png,three_quarter_angle,REDO,"Low-res soft, chunky off-brand boxy frame, inconsistent design",4,Residential,standard
Residential Wooden Dining Chair,wooden dining chair 3.png,three_quarter_angle,REDO,"Low-res soft render, different plywood-shell model, breaks consistency",4,Residential,standard
Residential Wooden Dining Chair,wooden dining chair 4.png,three_quarter_angle,REDO,"Low-res soft, walnut wishbone model, inconsistent with hero",4,Residential,standard
Residential Wooden Dining Chair,wooden dining chair 6.png,three_quarter_angle,KEEP,"Sharp photoreal angle, clean white, clear plywood shell and legs",4,Residential,standard
Residential Wooden Dining Chair,wooden dining chair 7.png,three_quarter_angle,KEEP,"Crisp photoreal angle, clean white, clear oak frame joinery",4,Residential,standard
Residential Wooden Dining Chair,wooden dining chair 8.png,three_quarter_angle,KEEP,"Sharp photoreal armchair angle, clean white, visible joinery and grain",4,Residential,standard
Residential Wooden Dining Chair,slot:texture_macro,texture_macro,MISSING,No wood-grain close-up for finish spec,5,Residential,standard
Residential Writing Desk,writing desk 4.png,white_seamless_hero,KEEP,"Sharp gray desk front-on white seamless, spec-able clean hero",1,Residential,standard
Residential Writing Desk,writing desk 5.png,white_seamless_hero,REDO,"Low-res, soft, tiny framing; not spec-able",1,Residential,standard
Residential Writing Desk,writing desk 6.png,white_seamless_hero,REDO,"Soft, muddy, small framing; weak resolution",1,Residential,standard
Residential Writing Desk,writing desk 7.png,white_seamless_hero,KEEP,"Sharp white desk front-on, clean seamless, strong alternate hero",1,Residential,standard
Residential Writing Desk,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing; hotel buyers need width/depth/height,2,Residential,standard
Residential Writing Desk,writing desk 1.png,full_room_scene,KEEP,"Warm styled home-office scene, photoreal, sells the desk in context",3,Residential,standard
Residential Writing Desk,slot:three_quarter_angle,three_quarter_angle,MISSING,No angled view showing depth and drawer side,4,Residential,standard
Residential Writing Desk,slot:texture_macro,texture_macro,MISSING,No close-up of surface finish or edge,5,Residential,standard
Single Drawer Nightstand,single drawer nightstand 1.png,white_seamless_hero,KEEP,"Sharp gray nightstand front-on, clean spec-able hero",1,Residential,long-tail
Single Drawer Nightstand,single drawer nightstand 2.png,white_seamless_hero,KEEP,"Sharp sage nightstand front-on, clean alternate finish hero",1,Residential,long-tail
Single Drawer Nightstand,single drawer nightstand 3.png,white_seamless_hero,REDO,"Very low-res, soft, tiny framing; not usable",1,Residential,long-tail
Single Drawer Nightstand,single drawer nightstand 4.png,white_seamless_hero,KEEP,"Sharp cream nightstand front-on, clean seamless hero",1,Residential,long-tail
Single Drawer Nightstand,slot:three_quarter_angle,three_quarter_angle,MISSING,No angled view showing depth and open shelf side,2,Residential,long-tail
Single Drawer Nightstand,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing for procurement specs,3,Residential,long-tail
Six Drawer Dresser,six drawer dresser 1.png,white_seamless_hero,REDO,"Soft, low-res, tiny framing; not spec-able",1,Residential,standard
Six Drawer Dresser,six drawer dresser 2.png,white_seamless_hero,REDO,"Soft, low-res, small framing; weak resolution",1,Residential,standard
Six Drawer Dresser,six drawer dresser 3.png,white_seamless_hero,KEEP,"Sharp cream dresser front-on, clean spec-able hero",1,Residential,standard
Six Drawer Dresser,six drawer dresser 4.png,white_seamless_hero,REDO,"Soft, low-res, small framing; not usable hero",1,Residential,standard
Six Drawer Dresser,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing; buyers need footprint dimensions,2,Residential,standard
Six Drawer Dresser,slot:full_room_scene,full_room_scene,MISSING,No styled bedroom scene showing scale in context,3,Residential,standard
Six Drawer Dresser,slot:three_quarter_angle,three_quarter_angle,MISSING,No angled view showing depth and case sides,4,Residential,standard
Six Drawer Dresser,slot:texture_macro,texture_macro,MISSING,No close-up of finish or drawer-pull hardware,5,Residential,standard
Tall Bookcase,tall bookcase.png,white_seamless_hero,KEEP,"Sharp photoreal walnut hero on white, sells the actual tall bookcase",1,Residential,considered
Tall Bookcase,DMD narrow Natural Oak MDF.png,white_seamless_hero,REDO,"Exact duplicate of hero; wastes a slot, no new buyer info",1,Residential,considered
Tall Bookcase,slot:dimension_diagram,dimension_diagram,MISSING,No height/width/depth diagram; buyers can't spec fit,2,Residential,considered
Tall Bookcase,DMD ConceptStack Library Wall - Honey Ash MDF.png,color_finish_grid,KEEP,"Front oak finish variant, useful as material/finish reference",3,Residential,considered
Tall Bookcase,DMD Indigo Vault Shelf - Matte Blue MDF.png,color_finish_grid,KEEP,Blue finish option widens material story for designers,3,Residential,considered
Tall Bookcase,slot:full_room_scene,full_room_scene,MISSING,No in-context office or lobby scene for scale,4,Residential,considered
Tall Bookcase,DMD Alto Cabinet Shelf - Espresso MDF.png,three_quarter_angle,KEEP,"Clean angled espresso unit, shows depth and door hardware",5,Residential,considered
Tall Bookcase,DMD Elemental Archive Shelf - Warm Oak MDF.png,three_quarter_angle,REDO,Redundant angled oak variant; near-identical to other 3/4 shots,5,Residential,considered
Tall Bookcase,DMD GridForm Organizer - Natural Oak MDF.png,three_quarter_angle,REDO,"Another duplicate-feel oak 3/4 angle, adds no spec value",5,Residential,considered
Tall Bookcase,DMD StudioCore Display Shelf - Deep Blue MDF.png,three_quarter_angle,REDO,Second blue 3/4 angle is redundant with Indigo variant,5,Residential,considered
Tall Bookcase,DMD TerraGrid Storage Wall - Light Walnut MDF.png,three_quarter_angle,REDO,Yet another oak/walnut 3/4 angle; collection is over-padded,5,Residential,considered
Tall Bookcase,DMD TwinVault Display Cabinet - Golden Maple MDF.png,three_quarter_angle,REDO,Duplicate angled maple unit; no new buyer-useful information,5,Residential,considered
Tall Bookcase,slot:hardware_detail,hardware_detail,MISSING,"No close-up of pull, hinge, or shelf adjusters",6,Residential,considered
Tall Bookcase,slot:functional_transformation,functional_transformation,MISSING,No shot of adjustable shelves or door open,7,Residential,considered
Wood Coffee Table,wood coffee table.jpg,three_quarter_angle,KEEP,"Sharp photoreal espresso table on white, reads spec-able",1,Residential,long-tail
Wood Coffee Table,wood coffee table.png,white_seamless_hero,REDO,"Flat SVG placeholder icon with in-image text, not real product",1,Residential,long-tail
Wood Coffee Table,slot:three_quarter_angle,three_quarter_angle,MISSING,Hero covers angle; need a distinct second angle or detail,2,Residential,long-tail
Wood Coffee Table,slot:dimension_diagram,dimension_diagram,MISSING,No dimensions; buyer can't confirm size for lounges,3,Residential,long-tail
Corner Booth,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight catalog hero of the booth alone,1,Restaurant,considered
Corner Booth,slot:dimension_diagram,dimension_diagram,MISSING,No corner footprint/seat-height diagram for floor planning,2,Restaurant,considered
Corner Booth,slot:material_swatch_row,material_swatch_row,MISSING,No upholstery/vinyl options for contract spec,3,Restaurant,considered
Corner Booth,slot:full_room_scene,full_room_scene,MISSING,No installed dining-room context shot,4,Restaurant,considered
Corner Booth,corner booth.png,three_quarter_angle,KEEP,"Clean photoreal L-booth with table, shows seating format clearly",5,Restaurant,considered
Corner Booth,slot:hardware_detail,hardware_detail,MISSING,"No close-up of seam, leg, or frame construction",6,Restaurant,considered
Corner Booth,slot:functional_transformation,functional_transformation,MISSING,No modular corner reconfiguration shown,7,Restaurant,considered
Double Booth,slot:white_seamless_hero,white_seamless_hero,MISSING,No clean front catalog hero of the booth,1,Restaurant,considered
Double Booth,slot:dimension_diagram,dimension_diagram,MISSING,No back-height/depth diagram for aisle clearance planning,2,Restaurant,considered
Double Booth,slot:material_swatch_row,material_swatch_row,MISSING,No upholstery and wood-end finish options shown,3,Restaurant,considered
Double Booth,slot:full_room_scene,full_room_scene,MISSING,No installed dining-row context for scale,4,Restaurant,considered
Double Booth,double booth.png,three_quarter_angle,KEEP,"Photoreal double-sided booth, shared back format reads clearly",5,Restaurant,considered
Double Booth,slot:hardware_detail,hardware_detail,MISSING,"No close-up of frame, base, or stitch detail",6,Restaurant,considered
Double Booth,slot:functional_transformation,functional_transformation,MISSING,No view of dual-side seating in use,7,Restaurant,considered
Glass Patio Table,slot:white_seamless_hero,white_seamless_hero,MISSING,No pure-white catalog hero of the table,1,Restaurant,standard
Glass Patio Table,slot:dimension_diagram,dimension_diagram,MISSING,No diameter/height diagram for patio layout,2,Restaurant,standard
Glass Patio Table,slot:full_room_scene,full_room_scene,MISSING,No outdoor patio context shot,3,Restaurant,standard
Glass Patio Table,glass patio table.png,three_quarter_angle,KEEP,"Clean photoreal glass-top metal table, geometry reads true",4,Restaurant,standard
Glass Patio Table,slot:texture_macro,texture_macro,MISSING,No close-up of frame finish or weather coating,5,Restaurant,standard
High Bar Stool,slot:white_seamless_hero,white_seamless_hero,MISSING,No pure-white catalog hero shot,1,Restaurant,standard
High Bar Stool,slot:dimension_diagram,dimension_diagram,MISSING,No seat-height diagram to match bar elevation,2,Restaurant,standard
High Bar Stool,slot:full_room_scene,full_room_scene,MISSING,No bar-counter context for fit and scale,3,Restaurant,standard
High Bar Stool,high bar stool.png,three_quarter_angle,KEEP,"Photoreal wood-top steel stool, footrest detail visible",4,Restaurant,standard
High Bar Stool,slot:texture_macro,texture_macro,MISSING,No close-up of wear-plated footrest contact point,5,Restaurant,standard
Medium Bar Stool,slot:white_seamless_hero,white_seamless_hero,MISSING,No pure-white catalog hero shot,1,Restaurant,standard
Medium Bar Stool,slot:dimension_diagram,dimension_diagram,MISSING,No counter-height seat dimension diagram,2,Restaurant,standard
Medium Bar Stool,slot:full_room_scene,full_room_scene,MISSING,No counter context for buyer scale check,3,Restaurant,standard
Medium Bar Stool,Medium Bar Stool.png,three_quarter_angle,KEEP,"Sharp photoreal wood-top black-frame stool, sells cleanly",4,Restaurant,standard
Medium Bar Stool,slot:texture_macro,texture_macro,MISSING,No close-up of seat grain or weld joints,5,Restaurant,standard
Metal Chair,slot:white_seamless_hero,white_seamless_hero,MISSING,No pure-white catalog hero shot,1,Restaurant,standard
Metal Chair,slot:dimension_diagram,dimension_diagram,MISSING,No seat-height/width diagram for outdoor layout,2,Restaurant,standard
Metal Chair,slot:full_room_scene,full_room_scene,MISSING,No outdoor patio context shot,3,Restaurant,standard
Metal Chair,Metal Chair.jpg,three_quarter_angle,KEEP,"Photoreal galvanized stacking chair, geometry and finish clear",4,Restaurant,standard
Metal Chair,slot:texture_macro,texture_macro,MISSING,No close-up of galvanized finish or stacking detail,5,Restaurant,standard
Outdoor Plastic Chair,plastic chair3.jpg,white_seamless_hero,KEEP,Clean front-on hero on white seamless; reads spec-able.,1,Restaurant,long-tail
Outdoor Plastic Chair,plastic chair2.jpg,three_quarter_angle,KEEP,Sharp photoreal 3/4 yellow chair on white; legs and shell clear.,2,Restaurant,long-tail
Outdoor Plastic Chair,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing; buyers need seat height and footprint.,3,Restaurant,long-tail
Plastic Chair,plastic waiting chair.png,white_seamless_hero,REDO,"Low-res soft stock cutout; small, no crisp detail to spec.",1,Restaurant,long-tail
Plastic Chair,slot:three_quarter_angle,three_quarter_angle,MISSING,No angled view showing shell depth and chrome leg geometry.,2,Restaurant,long-tail
Plastic Chair,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing; buyers need stacking and footprint specs.,3,Restaurant,long-tail
Restaurant 2-Seater Dining Table,2-Seater Table SS1.jpg,white_seamless_hero,KEEP,"Clean walnut-top steel-base table, sharp, neutral; reads as hero.",1,Restaurant,standard
Restaurant 2-Seater Dining Table,2-Seater Table - T Leg - HPL-MDF.png,side_profile,REDO,"Flat navy CGI render, off-brand color, no realism or scale.",1,Restaurant,standard
Restaurant 2-Seater Dining Table,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing; buyers need top size and clearances.,2,Restaurant,standard
Restaurant 2-Seater Dining Table,2-Seater Table.jpg,full_room_scene,KEEP,Photoreal two-top styled in dining room; sells the setting.,3,Restaurant,standard
Restaurant 2-Seater Dining Table,2-Seater Table - M1.jpg,second_environment,REDO,Wood-slat chairs off-brand; mismatched set distracts from table.,3,Restaurant,standard
Restaurant 2-Seater Dining Table,2-Seater Table M2.jpg,full_room_scene,REDO,"Wrong product: shows a four-top rectangular table, not two-seater.",3,Restaurant,standard
Restaurant 2-Seater Dining Table,2-Seater Table 1.jpg,three_quarter_angle,KEEP,"Angled walnut top, X-base visible, crisp daylight realism.",4,Restaurant,standard
Restaurant 2-Seater Dining Table,2-Seater Table Tapper Center.jpg,second_environment,KEEP,Photoreal tapered-base variant styled; shows base option clearly.,4,Restaurant,standard
Restaurant 2-Seater Dining Table,2-Seater Table - HPL - MDF.png,three_quarter_angle,REDO,"Flat navy CGI block, off-brand, cartoonish; not spec-able.",4,Restaurant,standard
Restaurant 2-Seater Dining Table,slot:texture_macro,texture_macro,MISSING,No close-up of HPL or wood top grain and edge.,5,Restaurant,standard
Restaurant 4-Seater Dining Table,4-Seater Table - T Leg - HPL-MDF.png,side_profile,REDO,"Flat navy CGI render, off-brand color, no realism or scale.",1,Restaurant,standard
Restaurant 4-Seater Dining Table,slot:white_seamless_hero,white_seamless_hero,MISSING,No clean studio hero of the table alone on white.,1,Restaurant,standard
Restaurant 4-Seater Dining Table,slot:dimension_diagram,dimension_diagram,MISSING,No measured drawing; buyers need top size and seat clearance.,2,Restaurant,standard
Restaurant 4-Seater Dining Table,4-Seater Table M1.jpg,full_room_scene,REDO,Human coat/bag in foreground; auto-redo per person rule.,3,Restaurant,standard
Restaurant 4-Seater Dining Table,4-Seater Table SS1.jpg,full_room_scene,KEEP,"Clean styled set, chrome U-base visible; sells full table.",3,Restaurant,standard
Restaurant 4-Seater Dining Table,4-Seater Table M2.jpg,three_quarter_angle,KEEP,"Photoreal angled walnut top with loop base, well lit; spec-able.",4,Restaurant,standard
Restaurant 4-Seater Dining Table,4-Seater Table - HPL - MDF.png,three_quarter_angle,REDO,"Flat navy CGI block, off-brand, cartoonish; not spec-able.",4,Restaurant,standard
Restaurant 4-Seater Dining Table,slot:texture_macro,texture_macro,MISSING,No close-up of top finish grain and edge detail.,5,Restaurant,standard
Restaurant 6-Seater Dining Table,6-seater table.png,white_seamless_hero,KEEP,"Clean sharp seamless hero, full set, sells the spec.",1,Restaurant,considered
Restaurant 6-Seater Dining Table,6-Seater Table - T Leg - HPL-MDF.png,white_seamless_hero,REDO,"Very low-res, soft, tiny; not spec-able by buyer.",1,Restaurant,considered
Restaurant 6-Seater Dining Table,slot:dimension_diagram,dimension_diagram,MISSING,No dimensioned drawing; buyers need width/seat clearance.,2,Restaurant,considered
Restaurant 6-Seater Dining Table,slot:material_swatch_row,material_swatch_row,MISSING,No top material grid (wood/HPL/stone) for spec choice.,3,Restaurant,considered
Restaurant 6-Seater Dining Table,6-Seater Table - M3S.jpg,full_room_scene,KEEP,"Photoreal styled dining room, X-base reads, on-brand context.",4,Restaurant,considered
Restaurant 6-Seater Dining Table,6-Seater Table SS1.jpg,full_room_scene,REDO,"Redundant styled scene, dreamy resort feel over operator realism.",4,Restaurant,considered
Restaurant 6-Seater Dining Table,6-Seater Table Wood.jpg,full_room_scene,REDO,"Redundant bright room, soft dreamy lighting, no new info.",4,Restaurant,considered
Restaurant 6-Seater Dining Table,6-Seater Table Wood2.jpg,full_room_scene,REDO,"Redundant dramatic room, moody bokeh, off operator realism.",4,Restaurant,considered
Restaurant 6-Seater Dining Table,6-Seater Table M1.jpg,three_quarter_angle,REDO,"Muddy dim lighting, dreamy look, table reads dark.",5,Restaurant,considered
Restaurant 6-Seater Dining Table,6-Seater Table M2.jpg,three_quarter_angle,KEEP,"Sharp three-quarter, top grain visible, buyer can spec finish.",5,Restaurant,considered
Restaurant 6-Seater Dining Table,6-Seater Table - HPL - MDF.png,three_quarter_angle,KEEP,"Sharp seamless HPL T-leg variant, clean spec view.",5,Restaurant,considered
Restaurant 6-Seater Dining Table,slot:hardware_detail,hardware_detail,MISSING,No close-up of base joinery or leveler hardware.,6,Restaurant,considered
Restaurant 6-Seater Dining Table,slot:functional_transformation,functional_transformation,MISSING,No extension-leaf shot showing the seam-to-extended change.,7,Restaurant,considered
Restaurant Upholstered Chair,slot:white_seamless_hero,white_seamless_hero,MISSING,No single clean front hero; only multi-panel collages.,1,Restaurant,standard
Restaurant Upholstered Chair,Warm terracott Upholstered Accent Chair 360 return 1.jpg,dimension_diagram,REDO,"Garbled gibberish dimension labels, unreadable, not spec-able.",2,Restaurant,standard
Restaurant Upholstered Chair,slot:dimension_diagram,dimension_diagram,MISSING,Only garbled-label collage; need readable seat-height drawing.,2,Restaurant,standard
Restaurant Upholstered Chair,slot:full_room_scene,full_room_scene,MISSING,No restaurant/cafe context showing chair in service.,3,Restaurant,standard
Restaurant Upholstered Chair,Soft blush_peac Upholstered Accent Chair 360 return.jpg,three_quarter_angle,REDO,"Multi-panel 360 composite, not single clean spec hero.",4,Restaurant,standard
Restaurant Upholstered Chair,Soft Yellow Upholstered Accent Chair 4.jpg,three_quarter_angle,REDO,"Four-panel grid on gray, not a single seamless hero.",4,Restaurant,standard
Restaurant Upholstered Chair,Warm Gray and taupes Upholstered Accent Chair 360 return 6.jpg,three_quarter_angle,REDO,"Multi-panel 360 collage, no clean single buyer view.",4,Restaurant,standard
Restaurant Upholstered Chair,slot:texture_macro,texture_macro,MISSING,No close-up of contract upholstery weave or stitching.,5,Restaurant,standard
Round Patio Table,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight-on hero; only the angled view exists.,1,Restaurant,long-tail
Round Patio Table,Round Patio Table.png,three_quarter_angle,KEEP,"Sharp seamless wicker table, glass top, clean spec view.",2,Restaurant,long-tail
Round Patio Table,slot:dimension_diagram,dimension_diagram,MISSING,No diameter/height drawing for patio layout planning.,3,Restaurant,long-tail
Single Booth,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight-on hero of the single booth unit.,1,Restaurant,standard
Single Booth,slot:dimension_diagram,dimension_diagram,MISSING,No seat-height/depth drawing for covers-per-foot planning.,2,Restaurant,standard
Single Booth,slot:full_room_scene,full_room_scene,MISSING,No restaurant wall-run context showing booth in service.,3,Restaurant,standard
Single Booth,single booth.png,three_quarter_angle,KEEP,"Clean seamless three-quarter, frame and upholstery read clearly.",4,Restaurant,standard
Single Booth,slot:texture_macro,texture_macro,MISSING,No close-up of cleanable vinyl/seam for sanitizing buyers.,5,Restaurant,standard
Square Patio Table,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight-on hero; only the angled view exists.,1,Restaurant,long-tail
Square Patio Table,square patio table.png,three_quarter_angle,KEEP,"Sharp seamless metal slat table, umbrella hole, clean spec.",2,Restaurant,long-tail
Square Patio Table,slot:dimension_diagram,dimension_diagram,MISSING,No top/height drawing for outdoor seating layout.,3,Restaurant,long-tail
Swivel Bar Stool,slot:white_seamless_hero,white_seamless_hero,MISSING,No straight-on front hero of the stool.,1,Restaurant,standard
Swivel Bar Stool,slot:dimension_diagram,dimension_diagram,MISSING,No seat-height range drawing for bar counter spec.,2,Restaurant,standard
Swivel Bar Stool,slot:full_room_scene,full_room_scene,MISSING,No bar/counter context showing stool in use.,3,Restaurant,standard
Swivel Bar Stool,swivel bar stool.png,three_quarter_angle,KEEP,"Sharp seamless stool, gas-lift and base read, spec-able.",4,Restaurant,standard
Swivel Bar Stool,slot:texture_macro,texture_macro,MISSING,No close-up of seat upholstery or chrome base finish.,5,Restaurant,standard
Wicker Chair,wicker chair.png,white_seamless_hero,KEEP,"Clean seamless front hero, weave and cushion read clearly.",1,Restaurant,standard
Wicker Chair,slot:dimension_diagram,dimension_diagram,MISSING,No seat-height/width drawing for patio layout planning.,2,Restaurant,standard
Wicker Chair,slot:full_room_scene,full_room_scene,MISSING,No outdoor/terrace context showing chair in service.,3,Restaurant,standard
Wicker Chair,slot:three_quarter_angle,three_quarter_angle,MISSING,No angled view showing arm and back depth.,4,Restaurant,standard
Wicker Chair,slot:texture_macro,texture_macro,MISSING,No close-up of weave to judge outdoor durability.,5,Restaurant,standard
Wooden Chair,slot:white_seamless_hero,white_seamless_hero,MISSING,No clean single seamless hero of the wooden chair.,1,Restaurant,standard
Wooden Chair,slot:dimension_diagram,dimension_diagram,MISSING,No seat-height/width drawing for dining-room spec.,2,Restaurant,standard
Wooden Chair,slot:full_room_scene,full_room_scene,MISSING,No full-service dining-room context showing chair in use.,3,Restaurant,standard
Wooden Chair,DMD-DinningChair - DC-BL001.png,three_quarter_angle,REDO,"Low-res soft CGI on muddy beige, not sharp spec view.",4,Restaurant,standard
Wooden Chair,DMD-DinningChair - DC-WOOD1.jpg,three_quarter_angle,REDO,"Three-chair collage, no single hero; wrong upholstered model shown.",4,Restaurant,standard
Wooden Chair,slot:texture_macro,texture_macro,MISSING,No close-up of joinery/stain to judge commercial build.,5,Restaurant,standard
Adjustable Height Desk,Adjustable Height Desk.png,side_profile,KEEP,"Sharp photoreal desk on clean white, sells sit-stand spec clearly.",1,School,standard
Adjustable Height Desk,slot:dimension_diagram,dimension_diagram,MISSING,Buyers need height-range and footprint to spec.,2,School,standard
Adjustable Height Desk,slot:full_room_scene,full_room_scene,MISSING,No classroom context to show scale and fit.,3,School,standard
Adjustable Height Desk,slot:three_quarter_angle,three_quarter_angle,MISSING,Need angled view showing leg and crank detail.,4,School,standard
Adjustable Height Desk,slot:texture_macro,texture_macro,MISSING,No laminate-top finish closeup for durability check.,5,School,standard
